"","V1","V2","V3","V4","V5","V6","V7"
"1",1,0.701856392944388,-0.815655392356262,-0.426630688217312,0.653772199150881,-0.855083837247921,-0.444083077124056
"2",2,-0.435791687776497,2.2370228995824,0.250285465251677,-0.412376313865742,1.80948674284217,0.242008815696667
"3",3,-0.0711618561735068,-0.434596955268629,-0.556651250115602,-0.0660779120773981,-0.440970127251374,-0.559035914367765
"4",4,-0.1181149239168,2.05814234890061,0.118224037998055,-0.100686732427037,1.83768816608158,0.105876156538933
"5",5,0.195265071271529,-0.0640675399335939,-0.284251556048206,0.160433275218982,-0.0749877936779046,-0.284819735136127
"6",6,-0.25037555082768,1.87805499189137,-0.239200913186906,-0.246866875578391,1.91315264767467,-0.232212687274521
"7",7,-0.684366426127125,0.315978456920087,0.666558551190754,-0.666899317676667,0.358780310955059,0.788120019579287
"8",8,1.34101080903257,1.58897172493698,1.77314951895525,1.39453293484878,1.9712023326463,1.78999258890983
"9",9,1.70712645229589,0.0530505814661312,-1.08110113870943,1.44944752081374,0.0550275363402966,-0.960617294177462
"10",10,0.157905106834685,0.27883384579576,0.143107540098538,0.141159013958081,0.302238646465952,0.147384894838983
"11",11,-0.713195829446987,-0.182436591167172,-0.0573055171500289,-0.56997322857637,-0.266297207539352,-0.0577044618391607
"12",12,-0.587176388483121,1.20036374572323,0.0249305750514332,-0.527391692803962,1.19963003262134,0.0229257050516511
"13",13,-0.0449952842211348,-1.00155190588028,-0.181801890282623,-0.0509448810285631,-1.09369802987926,-0.16818498836227
"14",14,0.258722010814173,-1.27337255355235,0.249469457899314,0.303550363596784,-1.37531169544614,0.262323687975824
"15",15,0.0206110817538951,2.26169169820347,-0.625898773137061,0.018781012292851,2.47159098287352,-0.648126225189716
"16",16,-1.02956164078806,-0.809660669242783,0.312416634879112,-1.30888054606588,-0.746771695105998,0.28821065911784
"17",17,-1.0403456678747,-1.37312946328149,-0.228416225822674,-1.16329098383907,-1.27571648891391,-0.213661799918881
"18",18,-0.971472779526371,0.207065370363305,-0.0476053046700389,-0.794762845176065,0.20261126931222,-0.0550065470608945
"19",19,0.42534549172228,-0.413351891303743,1.56789530160774,0.388897907714787,-0.429530439050341,1.47067922961264
"20",20,0.115965184295828,-0.213671523200498,0.412745916064285,0.138209173661158,-0.165758217654813,0.399604424885286
"21",21,0.976670808144202,0.469863080149066,-0.0148727996389422,1.34169017056952,0.417931200839851,-0.0148610933064031
"22",22,0.394640906007428,2.32341601408712,0.081836716146342,0.310237131191734,2.04252834927477,0.0706192816260467
"23",23,-0.530031795038594,-1.10666813061364,-0.376370880483477,-0.436319157424967,-1.0469315350184,-0.425416683229468
"24",24,0.499884925745741,-0.914762821593948,1.13185388668529,0.481616034216066,-0.836321835135278,1.15736566634263
"25",25,-0.636626768383562,-0.138299302165055,0.477496383536421,-0.509794768553584,-0.121210008604751,0.430738802249889
"26",26,-1.18031004113223,0.198968986911451,-0.275717126844926,-1.77005056165116,0.192485407418682,-0.276986705196457
"27",27,-0.667950407762178,-0.029096968295558,1.11796222983859,-0.864770777028614,-0.0278381651043693,0.987367074235178
"28",28,-1.27317942443173,-0.34896874496339,-0.0686320656516979,-1.39943942741754,-0.374675868112923,-0.0639591177206387
"29",29,0.894241489156378,0.576286181775339,-0.0745337449364775,0.849886702309277,0.486799014949898,-0.0624685620064204
"30",30,0.973459415373652,1.32341763989214,-0.842611638189656,1.09483440245185,1.47482796752271,-0.79932893344347
"31",31,-0.417159701600969,-0.39235754381833,-0.74164709472862,-0.42377102925234,-0.37966062827404,-0.668874592298257
"32",32,-0.566434617334265,0.0789135760920367,-0.00599725515931786,-0.625803134601101,0.0730334391201285,-0.00602405492719478
"33",33,-0.448751652605903,-1.17806486353016,2.28510262815067,-0.373983407555757,-1.13260990658072,1.98092755151859
"34",34,0.765950626273349,-0.62174612466633,3.91746801521312,0.774783025984205,-0.554384075703527,3.75507597521902
"35",35,-0.291007976582366,-0.497729841424932,-0.619459056614113,-0.352854423234269,-0.512317730137287,-0.597978914141493
"36",36,-0.314584631362307,-0.374555189775284,-0.651512749473386,-0.311233376935356,-0.367231333242672,-0.583875992594873
"37",37,-0.266055502549722,-0.103903343593108,-0.657078707949887,-0.28289325259424,-0.108789016426626,-0.672964904947491
"38",38,0.416282313249544,0.441985153968612,-1.14839486991765,0.398637278752407,0.456850771808606,-1.19643228559624
"39",39,-0.279596123727213,0.319951167531567,-0.680882010069337,-0.268960367125166,0.29416047049822,-0.777193122377594
"40",40,-0.954370357274695,-0.636356791391035,2.14046684565546,-1.07089598383471,-0.595477228902956,2.36657357164071
"41",41,0.242516062578269,-1.47103625727323,0.226908721841048,0.279358917313614,-1.48684795889086,0.265324933702466
"42",42,-0.909190438925761,-0.269109257906071,-0.233569061179245,-1.0419468653254,-0.287104730515229,-0.228861196952539
"43",43,-0.316174316119458,-1.03131723555087,-0.254114097445523,-0.330387192042563,-0.951540146978931,-0.241622194889517
"44",44,1.63912172452198,-0.0722370589231536,-0.972356894794888,1.40147697115814,-0.0646659159128378,-0.927144168671385
"45",45,-0.728875291322955,-0.601274249748713,-0.19391515873393,-0.612404906243121,-0.624837290111033,-0.205025653579152
"46",46,-0.724580689587985,-0.673001478696905,-0.164819574247346,-0.801284162950184,-0.774524496445332,-0.182977984454896
"47",47,-0.495454676669628,-1.02418766120046,0.864710655450525,-0.60682861742076,-1.09689137918928,0.920401684299732
"48",48,-0.186434534099578,-0.434519170823101,-0.198612278256663,-0.166448485347466,-0.357049297252487,-0.181045458670367
"49",49,0.387034691826414,-0.177861136662814,0.0754356348483227,0.308003108478653,-0.176158882141028,0.0697485055342408
"50",50,-1.2052829963174,-0.712204529851666,2.0352855108415,-1.64732019494561,-0.788149640930285,1.8191818151031
"51",51,2.52148209351103,0.997781646088579,1.29739175738949,2.80523100974592,1.14015880151076,1.34534797229266
"52",52,-0.335298569186589,-0.409716733178522,-1.43609257044217,-0.263276869690017,-0.398408924863424,-1.43094598511885
"53",53,-0.702678312834421,2.47816619676945,0.33742372564931,-0.591418025735376,2.40129791397119,0.277041207491469
"54",54,-0.560161607274092,-1.01238914249447,-0.811854487552081,-0.509148672828166,-0.792303673113619,-0.727915570821749
"55",55,0.794789823974718,-0.413090279960699,0.0160239675175259,0.752398744330611,-0.388272050380553,0.0162957513725207
"56",56,-0.608121263541594,-0.669992539695372,-0.711944886117285,-0.629903524458719,-0.532145471109606,-0.678249360104286
"57",57,-0.560464693967998,-0.175040276818609,-0.94229366462406,-0.712095252846301,-0.198751256597137,-0.9745974642923
"58",58,1.2274633432007,-0.1699954030688,-0.573978860948872,1.0971093836239,-0.163147207603392,-0.596057823381483
"59",59,2.26511476092164,2.14529191179964,0.997537714006469,2.22050460203944,1.72441383549057,1.06413440089593
"60",60,-0.524576475460179,0.0492875865263327,0.188082756066521,-0.547780628957933,0.0355745184923161,0.151743760024381
"61",61,-1.61520191624075,1.13850571447765,0.524730262904415,-1.74718395075158,1.32814043527731,0.542970990960056
"62",62,-0.20864605070157,0.155971877477459,0.940478904656274,-0.161047261030626,0.138832261511837,0.955559489261543
"63",63,-0.675232156511851,0.0901039162282231,-0.363474343914781,-0.864317576516674,0.118216514785906,-0.378171859472275
"64",64,-0.539811006230672,-0.233853221008345,0.594133998049242,-0.518825323686707,-0.206475560953661,0.578284954324081
"65",65,-0.550418669964655,-1.09579728915977,1.84956856215507,-0.475649200866081,-1.11443368710764,2.12400890905769
"66",66,0.412506965530847,0.69233653162287,-1.90153560552428,0.342195601033519,0.725085463269267,-2.10640656890305
"67",67,-0.0837393653106316,0.611965194250212,1.23312160829626,-0.0612718509026037,0.623202972274575,1.11700348952663
"68",68,-0.0649786507000834,-0.476078122490688,-0.84900363449223,-0.0771868252575993,-0.404361229759261,-0.829070819165087
"69",69,-0.624636180152381,1.03450002792078,-0.409479084329833,-0.716481369941184,1.02312407535368,-0.39027970996894
"70",70,0.411624450518824,-0.227891436076606,1.40606403911792,0.273709602112033,-0.168603871594918,1.13273618287143
"71",71,-1.34057192257158,1.3773628723472,-0.976633543650698,-1.58456356677067,1.42030911526635,-0.922982908228566
"72",72,-1.40590795481084,-0.156918670034396,1.18905310954091,-1.15342653716151,-0.160730000019305,1.28901752589843
"73",73,-0.48281138819933,-1.57780628492317,-0.101130847362839,-0.461984862975812,-1.33849917359894,-0.0962108621251055
"74",74,1.04145318081073,-0.104403471017614,0.0404798565630398,1.51876897171264,-0.111374283130205,0.0429009640643087
"75",75,-0.834691984362616,-0.0993952281098917,-0.392996764478538,-0.799501849120762,-0.106403557337687,-0.359462777107795
"76",76,-1.05658180732782,-0.194754565060405,-0.863039569147031,-1.11295620538542,-0.157763820660691,-0.694403155307753
"77",77,-0.603080891763134,0.237812172219606,0.155740983463704,-0.462462746378319,0.231132418672014,0.137537526362936
"78",78,2.73369220000441,-0.795730400097035,0.963473433665853,2.93837082428341,-0.908083172280498,0.969280736286216
"79",79,0.773186870222047,-1.67043671353733,0.145377038235726,0.793765461001004,-1.56931651040803,0.153501709669545
"80",80,2.59401270932373,0.498363238089513,-0.714400356585001,2.38036021974376,0.360292578857218,-0.636193490805741
"81",81,-0.294881354171809,-0.533967303800928,-0.368653032203481,-0.412149250085369,-0.570453589485407,-0.389745693567103
"82",82,0.367224194091621,1.88790302974499,-0.434475311085947,0.360553790460422,1.84513799562964,-0.479316270409495
"83",83,0.581718066162924,-1.09151166762324,0.145390370438165,0.493020901556664,-1.00689226924401,0.136658283408844
"84",84,-0.505282681520031,0.12225321881261,-1.38944710140259,-0.566827348981053,0.165306469186624,-1.71983720660763
