"","V1","V2","V3","V4","V5","V6","V7"
"1",1,0.439029840893397,-0.793846091681871,-0.167711692275775,0.437214157097867,-0.790161121927702,-0.166678881366634
"2",2,-0.602762229975989,0.028966224446694,1.43400444491046,-0.634972690204555,0.0289475045576496,1.43453308276393
"3",3,-0.573675120883325,-0.239188613357169,-0.19837459103592,-0.583479749653984,-0.240530569960923,-0.200368309890645
"4",4,0.371797296605231,3.00380796087949,0.0888100524517157,0.361448202273642,3.00353948556883,0.0888411559004854
"5",5,1.07272261036196,0.878227112824833,0.540370886689081,1.08248453177098,0.877853546068629,0.54075788490085
"6",6,-0.179969763394671,1.65801963716155,0.0460627896381768,-0.178753198401849,1.66389470946029,0.0459682464279135
"7",7,-1.177916888012,1.59738011405923,1.03992543410926,-1.18037164519466,1.59338792117358,1.04577894330062
"8",8,1.11148287512284,-0.0261143849300934,2.11161254286748,1.14967965918011,-0.0260152442505119,2.11297971462417
"9",9,-0.434845122146449,0.0802889141316132,-0.974464003560679,-0.436728387745262,0.0795860182506598,-0.969899335305397
"10",10,-1.10237855785135,0.642454405999884,0.937022812972848,-1.07222231050822,0.638027543803151,0.934733269299651
"11",11,-0.535585334665554,-0.820758637449756,0.0434400609542283,-0.532300451047253,-0.812173600789942,0.04328705176145
"12",12,-0.704291823653969,2.06938287477299,0.638628375464538,-0.70122372035918,2.06645955799318,0.642655707433766
"13",13,0.129108463035432,-1.11838505333731,0.672844041203996,0.12499615512006,-1.11832076284724,0.670329626819594
"14",14,0.628406596988298,-1.98300663712347,0.427775383343288,0.606974731570192,-1.96460501296672,0.424490380489764
"15",15,0.0966834122152307,1.36449505949295,0.0705577400543018,0.0979537472783922,1.39380528106261,0.0704384709430041
"16",16,-1.63918287369753,-0.725523759333343,0.284423244097802,-1.6467632297179,-0.729501869490944,0.283332545010646
"17",17,-1.21745303100185,-1.24449876414496,-0.271389563804225,-1.23547473099199,-1.25699622073106,-0.273058793765346
"18",18,-0.756264720303045,0.169807152379028,0.606580980760033,-0.746461280636188,0.171881885791784,0.610519539986259
"19",19,0.0139604366648744,-0.184823084630309,0.870398803373619,0.0139249731021362,-0.186901931755566,0.878595469668422
"20",20,-0.838405684348343,0.0828585315634346,0.381884924058332,-0.821503022231689,0.0825013903738159,0.383226837217652
"21",21,0.182109030626662,-0.195053835440482,0.440855487039329,0.182617173309387,-0.196557778616087,0.443584096720847
"22",22,0.323094269096182,1.29344913583721,1.08050725070062,0.324677411574285,1.29767399852992,1.08592838499871
"23",23,-0.522731749765701,-0.572253599248981,-0.297622406503445,-0.524301416888232,-0.568440682841265,-0.296526792360638
"24",24,1.11515385128156,-0.106300661668938,1.52583919634457,1.12455884473261,-0.104552335209353,1.51654971612568
"25",25,-0.170895984783151,0.716461610020835,1.58094080409046,-0.177965350079789,0.712699528603632,1.580146359068
"26",26,-1.64831337157125,-0.132786004205613,-0.384118461325693,-1.68085724617931,-0.132899847836609,-0.385911088960734
"27",27,-1.26855228257172,0.164590301435738,1.24997689629393,-1.31586013044896,0.163069012552844,1.25464859649892
"28",28,-0.786102139949315,-0.08406675863056,0.0706787941029933,-0.782687377470251,-0.0843363345188049,0.0709398312168151
"29",29,0.791296305022071,1.07375076172564,0.529670772965583,0.810930128556641,1.07637307883681,0.526834585414052
"30",30,-0.468309927338814,0.886546791966273,-0.939675881639836,-0.452515233758229,0.890952812836584,-0.945678643327461
"31",31,-0.676416163051965,-0.183635139975731,-1.30807339203273,-0.693220036172079,-0.181669879538926,-1.31477429142886
"32",32,-0.454400825857887,-0.0659183088038133,1.31243454765114,-0.457024032131137,-0.0659571671357482,1.31489399910356
"33",33,0.0651389477616366,-1.78340343370677,2.36146354267353,0.0662995315768708,-1.79816548057255,2.34528240377668
"34",34,2.25936559573978,-0.994476043724605,1.99901149537947,2.34588130545864,-1.01778831372187,1.99265017758228
